Type_of_crack,Crack_length,a,b,t_b,Type_of_BCs,kx,ky
0,0.808361770599914,1.35332662473936,1,0.0244699305664349,0,44.3152534319172,20.2744291268808
0,0.699151407432649,1.30765564777389,1,0.058705570236249,1,26.968946068711,39.9624357771336
1,0.631982761524335,1.23588423831915,1,0.09990737335375,0,20.6947339909024,15.2584159098711
0,0.356225303095779,1.81254163635447,1,0.0735518010137626,1,30.4371723153808,34.345909275297
1,0.632354300616698,1.39764466173323,1,0.0424144952134988,0,20.3140862724576,29.9192008603869
0,0.663561456737496,1.1476271099727,1,0.0856699476477134,1,5.64965817460493,47.7270589393422
0,0.541694062983135,1.42234638516016,1,0.0879424294942677,0,25.3685774415588,15.8299019916476
0,0.720225902840777,1.69437588447701,1,0.00682750527335689,1,34.2368624315078,34.7776833651046
0,0.429306894560954,1.54206420073008,1,0.0976453166866308,0,19.6663237855557,11.6422288650654
0,0.616903186619478,1.23613536506344,1,0.0217662402803533,1,46.5455693381274,41.5822531228252
0,0.361587477892394,1.11055238975096,1,0.0826414957977207,0,18.6178306276806,38.544239540133
1,0.741069260821974,1.97475646610308,1,0.00876020269811129,0,44.5550634758545,36.5198184946958
0,0.276992210673684,1.68576953504352,1,0.0531382286486292,0,11.2698976138472,0.672094713813345
1,0.874958221380043,1.40774923098523,1,0.0171496704941463,0,16.0888012947363,9.91583269409596
1,0.154775488068707,1.24908726824657,1,0.0486173372503351,0,7.52414689370251,45.0657080858902
1,0.527760794864206,1.89059663219096,1,0.0221216070548433,0,21.8374553065852,29.0723870813492
0,0.599183232465993,1.01579726739518,1,0.0664334297729522,0,28.0683626796473,29.6392530944232
0,0.717326860837125,1.53868449227444,1,0.0806202548539357,0,14.2920333968982,29.5169288121309
1,0.166494787423062,1.20627753726714,1,0.0538353662880732,1,38.3299553703137,14.4046171066099
1,0.17706423347175,1.16766834540588,1,0.00864122096988789,0,46.1289982479515,18.8460193084633
0,0.782390116411307,1.63981184239677,1,0.0791263795878113,0,47.2981551155864,38.6704489542332
0,0.129003630230627,1.12603318576071,1,0.0794564060395071,0,33.8589989576862,10.9529646537316
1,0.379350270062604,1.86237861718521,1,0.0408285006118248,1,30.3478792301224,44.9478389184379
0,0.692562698422755,1.9954984357883,1,0.0839577541616241,1,4.66136316492206,28.4040887904558
1,0.278023179301978,1.22628754989988,1,0.00497385423184831,1,30.5538625791466,0.730661723707101
0,0.545115243914779,1.5939059490836,1,0.0283649498786667,1,16.222920033815,16.7937729066479
1,0.440733817018309,1.58004790290581,1,0.0899944805127945,1,26.4893133701882,8.46834828221547
1,0.695020493384246,1.71695877306275,1,0.0672768025267646,0,30.8672789494415,25.8114299275075
0,0.157835508415986,1.34562437426255,1,0.027476056166086,1,36.4502874693175,12.7063590324566
1,0.759457695368534,1.39898020191823,1,0.0944131772802323,0,1.9908379181469,41.6950429712482
1,0.127636575330496,1.94029717410967,1,0.056707753025019,0,37.7666020317222,26.3147586153329
0,0.205295927186852,1.91501755792696,1,0.0310024877346188,1,8.39224064975101,10.3689204363193
1,0.348326998399598,1.59558896857758,1,0.00787674475851482,1,1.22440935949727,34.9672557841451
0,0.175337642276389,1.87369617331272,1,0.0500341374566038,0,49.6453874200213,12.3304860517979
0,0.685971718253191,1.55176948689565,1,0.0984292535188855,1,42.3063413813578,21.5578102598348
0,0.390076598776613,1.86191073918794,1,0.0897832190469498,1,19.0691027726453,44.1370418199791
1,0.361822781465169,1.76435083173617,1,0.0816989924196009,0,16.5602682253816,5.48985867710501
0,0.14092225879156,1.50165515211972,1,0.0510856843596244,0,6.42505649374416,14.8307583796983
1,0.360669258486918,1.82542001226304,1,0.0760430591446693,1,30.0514728770044,7.96193151399963
0,0.431131330149082,1.88428130148801,1,0.0918619129740529,1,17.4084950592306,34.0562151940476
0,0.567573479445402,1.19339271102263,1,0.0707426387820079,1,1.23907085552636,19.282156518542
1,0.618339763627088,1.43561966325583,1,0.0872346124650429,0,43.974774208052,13.5963411868838
0,0.705960392015618,1.17592244087589,1,0.0848328118006546,1,20.2727250945026,45.0172695396683
1,0.352909689534659,1.59457540435637,1,0.056596791680885,0,9.1032439123306,43.9575832621885
0,0.103697457922582,1.00875113351853,1,0.0660895746065773,1,48.9509576570948,16.123327854636
1,0.464549528970664,1.48193171413286,1,0.0523647327258156,0,24.9848640491476,27.3613533891273
1,0.459036060193547,1.67410927098829,1,0.0133691865623845,0,29.248536076242,49.9477667771109
0,0.746362100735962,1.91356343739994,1,0.0108904327832682,1,23.2453417616288,47.1967907346792
1,0.288563557345304,1.52894350835458,1,0.0823375322325812,1,9.62533844395926,8.58449388512608
0,0.4381014022717,1.84179961820475,1,0.097800393208634,1,15.2875693231207,32.4965475484276
0,0.190229740919935,1.99605263175642,1,0.0742518091041829,1,28.0371885080115,44.2530594459434
1,0.800111883794791,1.94945829891071,1,0.069575884638572,1,20.5143758850253,14.5785593998792
1,0.411308205309118,1.78300078579633,1,0.059997200290144,1,1.68975628158671,4.86339440119635
1,0.324075154141111,1.75170407977494,1,0.0527583876569496,0,16.6735246627715,15.3964922385239
1,0.111123977409796,1.50443646671279,1,0.0912201955549031,0,48.5343271679161,43.7297619497706
0,0.718151191514327,1.49865187412787,1,0.0040295911350369,0,12.9510393519774,6.98524027400232
0,0.452781686914838,1.17688335020505,1,0.0804086859233376,1,5.71429253717702,18.756140749515
1,0.648776927851133,1.65270551934327,1,0.0638106369227169,0,37.5184731726057,34.5792240574592
0,0.856475905014082,1.95101078018499,1,0.0842423692722043,1,10.6641559480601,36.6626053481033
1,0.105985468998609,1.40204318004429,1,0.0837265729454139,0,21.8561130352691,11.5367869041171
0,0.362674729496211,1.50501494570098,1,0.0672400266336424,1,0.968023803765185,2.14836066347784
0,0.317497165696895,1.87595217146241,1,0.0616783699081706,0,15.8615455181186,19.9344649886888
1,0.460134640729658,1.09912748967766,1,0.0394193466382774,0,32.0370703704691,41.5354690598043
1,0.895821793860538,1.34336286286241,1,0.055266359080113,0,12.5558436982472,8.20680328921099
0,0.458825692750586,1.13710193308161,1,0.0260711716951385,1,32.3141339828274,11.8963395493974
0,0.134199071172345,1.29338265196969,1,0.0434706813629906,0,48.1350337094715,17.2361356161271
0,0.132011165926371,1.89371457963242,1,0.0220275675333509,1,43.9410923351201,33.4269329288101
1,0.152600259193077,1.73389070434162,1,0.0586657491099028,1,11.8643107819183,45.6629827567185
1,0.474955500401702,1.32287716336882,1,0.0681186969967013,1,31.0463527940733,10.4755953552692
0,0.507450046557535,1.18274411875394,1,0.0441413888351576,1,24.0712147771116,32.2036895677699
0,0.608975741683169,1.57123642091419,1,0.0151655958785111,0,43.7706162996394,46.6335592456391
0,0.80865792195196,1.09433773782626,1,0.0358079778651713,1,7.19873395038357,17.6206046736688
0,0.389207848185033,1.52724183931324,1,0.0437099848310295,1,36.0307009334803,16.1011400665312
0,0.519008014349165,1.7153963000228,1,0.0444850000697007,0,48.7292564149061,49.1992086859718
0,0.14470795833386,1.29318947265617,1,0.0998037969963743,0,11.5298492267754,45.4377710909138
1,0.250264285042166,1.12139647731411,1,0.0271776564014051,1,24.0497886133713,49.2929733977714
1,0.433018258222473,1.80089453152511,1,0.0385731516615198,0,45.6178493833687,38.9653046245341
0,0.392387158104481,1.14213260151871,1,0.092639465941146,0,26.6968260472532,47.9133845928808
0,0.369181043640485,1.27968205342265,1,0.0763229224160892,0,10.3860160140919,8.99283340406205
0,0.455472566968701,1.63333887058451,1,0.00213990076631112,1,34.3548068402203,13.7244163799995
1,0.871969869347407,1.01539172837456,1,0.00849928620275195,0,40.3867430312701,40.0394033528514
1,0.358897373936953,1.02174139140489,1,0.0176037421145471,1,35.2904073395548,23.35277611096
0,0.62570133472396,1.701417819154,1,0.0679821947382489,0,0.720357362412691,34.610287309648
0,0.264318224772443,1.81856578807674,1,0.0646533549093737,1,2.49790692525965,49.6230600729938
0,0.802854367778454,1.50751820390035,1,0.0797395340396735,1,10.8842288784739,17.3385590493071
0,0.148079866895687,1.36738052687008,1,0.0798067663315967,0,46.6478885867353,26.5852426282402
0,0.460440353673347,1.7461188207327,1,0.0105448989632881,0,28.1937426529916,29.5655110999555
1,0.144034806121386,1.07927222992745,1,0.0185092316194313,0,45.9963486400741,39.2491307006706
0,0.240672868891485,1.65359178486946,1,0.0373020964077465,1,14.8598490105688,2.03039734215964
1,0.59124078439068,1.71939628473573,1,0.0600058845886664,1,0.0908371072268029,8.4660340549647
0,0.520267984784331,1.01242947908765,1,0.0164562787914292,0,46.8933902975855,19.2129057549754
0,0.8598362272779,1.73756201231281,1,0.0107539355907445,1,46.9445842081842,42.976365055945
0,0.155275008925154,1.08321815164734,1,0.0241230351784283,0,0.933862314320798,29.9587806722936
0,0.581600579845892,1.22330294919178,1,0.0839229462525601,1,39.1296562253812,18.2617212126641
1,0.387377616795581,1.3340786804793,1,0.0889301177518606,0,14.445365497629,17.8917845007817
1,0.651864338532215,1.04046803612421,1,0.0327731488291577,0,3.89373117738461,24.739483560662
1,0.111648590672757,1.55035854298943,1,0.0681318446067506,0,39.3214158362659,10.6538788415969
0,0.119485072645927,1.15846598832564,1,0.0727649161923526,1,17.420022723564,12.1722337814831
1,0.620325352384823,1.77773182548182,1,0.0206707287231761,1,18.7942089137034,8.72957422964307
1,0.836245406413608,1.26483344132877,1,0.0086935113489592,0,1.62173685799858,32.5957184820574
1,0.867870409909691,1.75800208690409,1,0.053953780236584,1,27.4983929887956,8.66068860402948
1,0.858465696932397,1.07769918959568,1,0.0539106206914689,0,49.6026368421199,9.46587308546768
0,0.747948264202768,1.68862888938137,1,0.0700430705641162,1,22.0724751150628,41.7718328341147
0,0.560764646437661,1.11935474466615,1,0.0545194421600331,1,13.3312071722567,48.2710994798353
1,0.318597044030039,1.00916618352805,1,0.0317377589505104,0,12.9968509653004,13.4431958926464
1,0.755484827780525,1.27885048910196,1,0.0506313328005021,0,47.965082675577,39.0529264999132
0,0.309718604899547,1.97409502942285,1,0.0210088363993887,1,21.2959505644107,2.94882954804209
1,0.35093267018485,1.48456436813151,1,0.0677006652668736,1,32.4125896048614,38.4320247924855
1,0.825160694802694,1.03135103649076,1,0.0665674016569865,1,45.3734294859265,8.39866539278572
0,0.610091214659727,1.71319944889356,1,0.0238415742526842,0,5.46180392584804,29.1884339318049
1,0.79371016590866,1.37829537098873,1,0.0637027770553285,1,39.6719199162377,7.56880565286024
1,0.683851742353309,1.61510795327618,1,0.0708077381727758,0,9.06017371560231,38.3104587407345
1,0.50345297442523,1.8298865050936,1,0.0016840350796965,1,43.9906987207038,7.28611982273802
1,0.757209714792989,1.30185000627124,1,0.0951102343200885,1,23.1855452616487,35.3919090708655
1,0.259153069646541,1.7073630931669,1,0.0372455447431354,0,45.7905927137311,36.8230678511319
1,0.760678104448731,1.86435258312443,1,0.0954450524041914,1,42.0936913011608,35.2966916721522
1,0.215226129550389,1.92496184939203,1,0.0166356614048119,1,6.92252169826869,25.7429063100554
1,0.883963793662812,1.26839456498744,1,0.0488185248460969,1,23.4823555149016,33.3166661629198
1,0.201448228333606,1.62890729853145,1,0.0665152381255228,1,2.13109184866599,42.5549407805448
1,0.578792827880257,1.61833303135054,1,0.0203011604050288,1,48.015648231678,25.9001972015003
0,0.202503845455189,1.33397019127308,1,0.0389864059864376,1,17.0009376731741,29.3786553021289
0,0.654914320088129,1.39367382871304,1,0.0652052621697854,1,7.61320145903148,16.5813198738418
0,0.823965065597361,1.81736256217699,1,0.0122358765344342,0,18.0816664762137,17.1637360026962
1,0.150140256038825,1.8098830051385,1,0.00144276569060243,0,47.5100410281939,40.3191408090394
1,0.650052361074048,1.94348743144564,1,0.0823819580763426,1,44.2174723163836,22.6469392626919
1,0.439899938250263,1.78082822142879,1,0.0935923867687561,1,42.5888866619016,29.2556135993317
1,0.600748465335334,1.92717742502871,1,0.0145954912888769,0,14.2546237245983,45.4009737387207
1,0.830249903091446,1.70006927381952,1,0.0471536338741174,0,22.1057399096793,0.573488734177933
1,0.677803867692164,1.33800053848726,1,0.0466538057302229,1,6.17582456000595,15.9409065932214
0,0.873204784149748,1.85297813426259,1,0.0544729665695549,1,22.0553200542545,25.856500098537
0,0.716625610883112,1.72785070357953,1,0.0444276449898614,0,27.9109519759885,6.80483593964344
0,0.348664307952134,1.61325308796161,1,0.0689561463921377,0,13.8903372265816,10.2779913027246
0,0.566548773877192,1.7409478629557,1,0.0387202146064754,0,48.6401081639759,17.5050716834257
1,0.109061930501133,1.78384346163299,1,0.028496491038397,0,6.606510281411,32.0949354512802
0,0.742716240277901,1.15399869742178,1,0.0182263291208706,0,23.2543226003901,4.01935315008543
0,0.472709207417244,1.19742254704977,1,0.0646084274760923,0,3.08666168851169,15.4839058373437
1,0.206342304078575,1.38374075808775,1,0.0657446853224693,0,36.327300628074,40.9266668006169
1,0.542210334056118,1.78117922097559,1,0.0173677069297992,1,11.8829138271498,17.8364614774395
1,0.66698341082056,1.86113198695614,1,0.0945731727237013,1,18.5652497031744,37.4016606288583
0,0.795393012551735,1.53289312484516,1,0.0489879289959167,1,31.7819282042328,19.1653755569436
0,0.587978162289229,1.71455373786219,1,0.00847515934945847,1,31.47533531318,35.9215495394293
0,0.192873627909795,1.40732125629203,1,0.0917289489115669,1,12.4233069929681,10.3521024737944
0,0.679920972620889,1.21958920122704,1,0.0127520325999559,1,13.5011303421893,19.073410849813
0,0.60129544619044,1.36261063944895,1,0.048063833381078,0,38.7973436776667,42.6172986115783
0,0.329416108352088,1.23300701522304,1,0.0123141573697202,0,42.8860629553587,35.278961108274
1,0.349629960449126,1.58867948454231,1,0.0337827176201729,1,42.1499770535987,31.4259092753549
1,0.723159339915065,1.69984204879782,1,0.0666497468891221,1,14.8878292396898,5.29711208671359
0,0.24261601011923,1.74287853046342,1,0.0982060278290416,1,39.5889229555755,3.49614623292086
0,0.144947256802526,1.45251177353311,1,0.0888679913536172,0,12.0943848088659,43.4990990763736
1,0.723392947508898,1.3214007021787,1,0.013863247323973,1,2.58348900693365,48.1535958894543
0,0.554388360003374,1.9947402088545,1,0.0165959270354757,0,32.9318818415539,0.230193145302173
1,0.800751255838446,1.10769677181981,1,0.0795897010500003,0,4.34581039540654,45.2893347124066
1,0.286591407554383,1.78818874779747,1,0.00485804023175296,1,16.5345830704849,11.7988452981973
1,0.84700620786553,1.73929362969501,1,0.0906813082330149,0,33.7099779751493,45.9161184041394
1,0.692275389695905,1.26059794045388,1,0.00477992241859933,0,37.5419348763949,14.0401226356491
0,0.864590151588689,1.82884779220312,1,0.0982491914390936,0,23.8235396738791,38.5047560114242
1,0.122559069280488,1.82947178422872,1,0.0364090331962365,1,16.2069910132134,31.6947415367092
0,0.22753067241888,1.03376073818927,1,0.0124606057780237,0,40.9356541755319,19.8179881933574
0,0.588503393564349,1.7564591980943,1,0.0712419780668763,1,21.6394136478192,28.9729871105368
1,0.865573318622579,1.45134007590036,1,0.0246853407342759,0,27.0807611538083,20.4205772863626
1,0.622628860044548,1.98403137995046,1,0.0744541677710384,0,9.4257121198798,44.0549471372311
0,0.64392570336938,1.30657541172575,1,0.0350072298956172,0,44.1558658058053,22.359363602526
1,0.513172803658977,1.81526635416033,1,0.0365684761656251,1,47.9904157539395,8.49907946003875
0,0.305585674779109,1.97012320968869,1,0.0512250616208888,1,26.7881998193952,42.2692204513622
0,0.547613626458506,1.37018720116174,1,0.0418582319527453,0,38.4152446926754,25.5200296751604
1,0.675403189952504,1.96607670497152,1,0.0485521182330053,0,13.6094228976229,47.5114279544795
0,0.388562998245973,1.35082013190662,1,0.0303149325736575,0,22.8824855479478,13.1819159789839
1,0.646201909081716,1.51023677547097,1,0.0850245777069969,1,39.0079532140653,44.7195050481892
1,0.609583387587561,1.35645506540502,1,0.0399246251488633,1,4.8903842399977,34.494168060141
0,0.580796565539343,1.26228247540179,1,0.00884308603464288,0,11.3928260068066,23.2538701667332
0,0.114773585793708,1.67784912379806,1,0.0764673402256576,1,16.1206675210396,48.174060521763
1,0.680795080331782,1.82303667900122,1,0.0936166958380393,1,35.2375003853077,49.322777353834
1,0.327414985174234,1.53813135355911,1,0.00289405038029175,1,39.7029455694552,13.211646891566
1,0.448171993875078,1.22031068198846,1,0.0191754475730138,1,38.2803602650855,14.6290892867015
0,0.331684779491551,1.67663469233735,1,0.0299881944271858,0,3.90639103429778,39.5423530660974
1,0.429986626146268,1.48002139957845,1,0.0450463367964841,1,19.3323580853323,25.9185056070836
1,0.150512563506112,1.22275714628714,1,0.0897326751689887,0,44.2117387128405,11.8257116980168
0,0.303463285718043,1.80552057481062,1,0.0188606537352318,0,34.1040073577858,7.19030893084764
0,0.131576357365438,1.46833148788314,1,0.0169017906403121,1,27.3209528374304,1.94583114138924
1,0.179977294779712,1.93811840982615,1,0.0868298349322091,0,49.2165202685854,16.3058518494551
0,0.370673596012392,1.24608972679523,1,0.0767761965477057,0,26.1832068418365,23.5728891984
0,0.806472487806524,1.41064981141997,1,0.0433761787670102,1,49.3000820359955,1.28962104718287
0,0.815588979430687,1.63590529376911,1,0.0100064761369451,0,32.6684747539545,25.488487898396
0,0.263861188272654,1.2131776047913,1,0.0881242696741101,0,11.0907069999235,9.42333782579051
0,0.258780620375715,1.24103942117527,1,0.0195797868179708,1,28.9700049820867,31.4958092253715
0,0.822838042605582,1.42883508898262,1,0.0709941218681552,0,11.380350206327,7.97863552207589
0,0.85954785328622,1.88312415577788,1,0.0958368814538977,0,13.2231056282321,27.8378468830976
1,0.155878619618599,1.78436016183186,1,0.0291033119259213,1,29.6330244820255,49.8725561683689
1,0.382532726563689,1.53791070588306,1,0.0150717182755924,1,46.9886630356283,34.1358647779953
0,0.290947047508543,1.43845537927757,1,0.0894588357482166,0,44.7710094332844,29.9479566650769
1,0.415271286360942,1.33363544422521,1,0.00445743130762169,1,47.532044605676,17.1726093995131
1,0.8981410507833,1.50090219351877,1,0.0010901413675598,0,6.38677480518955,46.3002896819726
0,0.185896443440732,1.18010469630622,1,0.0838712974933059,1,13.3836757797324,23.3329398969795
1,0.513411212441631,1.10609297317077,1,0.0253942258032458,0,1.03756866673304,17.7867815416946
1,0.295967619350764,1.85730353374464,1,0.0415906434045889,1,10.4217536402144,46.0514064909351
0,0.300692135269108,1.68395503304876,1,0.0219312873715459,1,34.7374457965423,18.2911677566853
0,0.613428519297369,1.50279433460008,1,0.0939625992027077,1,37.2266674608109,36.7052210716031
0,0.886537538427524,1.62097833731268,1,0.0515307348918455,0,28.8770509063599,22.121362765953
0,0.488190847516307,1.88044524507246,1,0.0621109979398972,0,6.37778729139713,18.4509871721133
0,0.71595369132468,1.45936909911726,1,0.00106326998545065,0,7.27693247934477,15.3694419994919
0,0.50869683442519,1.87710354355693,1,0.0869094594468175,1,23.7051180009064,12.7320268416462
0,0.386187870457157,1.76077063602923,1,0.0820344984725732,1,16.0166821751301,10.8301676937636
1,0.278885291710979,1.02239868696433,1,0.0731217833093973,0,1.32981736585756,25.288109385723
0,0.697356141416486,1.95943787209389,1,0.0158847321019792,0,26.0830555882449,2.58598962016873
1,0.751798869092681,1.59309521403158,1,0.088655224079727,0,19.8847613729721,29.7523808710402
0,0.133965988581625,1.5169409798202,1,0.0551712481280838,1,5.5946342641985,8.60826364710504
1,0.63551624485668,1.65807732680318,1,0.084631857278819,1,28.293236611588,27.6213063902724
0,0.473778046114559,1.76297863950046,1,0.0883750543789565,1,29.6987967246141,2.08316226260401
1,0.253332091395213,1.39938464391381,1,0.0676022305775984,0,44.1831989361976,41.0903589467369
0,0.665467920992411,1.42353703393212,1,0.0154991277758254,1,18.4451691248332,26.2463935032251
0,0.235830368850115,1.23688090342794,1,0.0230894380491707,0,39.6090357491048,2.92333463100473
0,0.815887411362554,1.49141266369888,1,0.0247326311069585,0,15.1310450356585,9.17819029503681
0,0.649533194337408,1.35587764141695,1,0.0248893209779802,0,24.7563522383404,26.9939464774875
1,0.634378595533798,1.1143298736613,1,0.0287181603686352,1,20.6160515280832,0.589301903697449
0,0.372563229479477,1.83526713168271,1,0.0250266768925601,1,1.89012620429956,37.9801776725176
0,0.493747465665969,1.1188565815721,1,0.0878811378582274,1,18.7018486242566,40.1847883476705
0,0.578270990396971,1.52398284788861,1,0.035716587115793,0,34.2940625730962,3.42470924413808
1,0.424562577785087,1.39032069037572,1,0.0735718550353222,1,1.00096554284749,43.2144715395706
1,0.54096589131091,1.3138594377156,1,0.0129486010516513,1,20.1069333327764,39.7730857039175
0,0.610883179030712,1.88977627196534,1,0.0510218052666588,0,20.590113989031,21.4046923728308
1,0.540342843425733,1.35717791446657,1,0.0132582034831863,0,45.9445391064221,0.365797899547855
0,0.392065260846642,1.36308516654752,1,0.0803314455406487,1,19.4074323407236,7.24458603325682
0,0.747685887357574,1.00614598252214,1,0.0987061527775591,0,43.8691741371959,5.19050946157374
0,0.670356246518194,1.80923512595838,1,0.0349490575538491,0,27.5265836010642,13.9688480048027
1,0.828682590763864,1.90652018409708,1,0.056398908977186,0,39.6883837957091,26.8966567056817
1,0.316933127847531,1.44372542353776,1,0.0255297340733989,1,11.6567355564177,31.8369690340357
0,0.61396181147303,1.55430051859204,1,0.0455618776690741,1,25.7423411238164,26.9533638206442
1,0.712153676228465,1.4770385760162,1,0.0711604605077665,0,2.1524938258495,17.5654071410746
1,0.559855417570642,1.04026676235034,1,0.0518384929242678,0,28.8282809996406,21.7060027992081
1,0.489143483628574,1.45616621236598,1,0.0612994833937765,1,1.82480067492492,34.4345342505249
0,0.233344959565419,1.4280543456306,1,0.037596668080488,1,15.174482654248,7.53087404256718
0,0.404108082569315,1.39901486837849,1,0.0328145393942121,1,24.0277882960063,8.33049552183542
0,0.678819147868976,1.47148279601019,1,0.01173665066893,0,33.5494240345919,40.7593030107547
0,0.450490640442192,1.35775751602654,1,0.0924801063339476,1,7.65351400296217,7.79955623267972
1,0.330426772815689,1.09566568618368,1,0.0742672222924082,1,37.6993237966617,2.27442605578274
0,0.209043972986639,1.22378676342673,1,0.0761996676385729,0,35.1707234667501,13.8728466002039
0,0.214819971584234,1.0908922380804,1,0.0465922385597824,0,34.2668893023587,27.3980638487725
1,0.359434032724753,1.62029686434373,1,0.0921269676127845,1,35.4777699345683,15.6762085046841
1,0.838181041143889,1.05768581425784,1,0.0271158721541506,1,2.66915638025171,33.4674599495929
1,0.255376681908298,1.96968080562766,1,0.0198546839096352,1,49.0025489258795,6.51324789532837
0,0.79648144062521,1.7899496229462,1,0.00490979462276097,0,31.5982546498597,16.3885054569984
1,0.487917682528115,1.78586467387517,1,0.0379401829921007,0,42.4477740234858,19.3599552404621
1,0.256109108203431,1.16051821952174,1,0.0626334622731222,1,18.6589019844469,45.1865988622902
0,0.739367971052803,1.41844485510364,1,0.0504125594692662,0,40.3532306394129,7.3079519092533
0,0.894245694896167,1.88002956494778,1,0.052945946785122,1,14.5734173003153,13.0006812585248
1,0.5715828167259,1.37902955453909,1,0.00466580260628756,0,2.37400332760436,28.0932503364962
0,0.265283191093012,1.53562574822863,1,0.0170157649159726,0,41.0758857215643,48.3896412558719
1,0.369864241288457,1.78173795900385,1,0.0715286451764202,0,48.2269840198716,48.19550691378
1,0.171329729825564,1.04399391895272,1,0.0795574516731275,1,1.25651698487912,4.74445371130498
1,0.222464632412352,1.92111928453151,1,0.0130845611430038,1,29.6086973483211,35.6679141573102
1,0.373732387648068,1.9570671935228,1,0.00648222470500316,0,36.002641095782,20.2044533732914
0,0.427229257232536,1.17290052898253,1,0.077277512202435,1,17.3524552232366,4.28950764900205
1,0.524787925241159,1.21398613541578,1,0.00592009675397951,0,17.3164816988082,11.2318634600855
1,0.272351397507193,1.70804327179201,1,0.0382485293726722,0,24.8051860438611,28.959878288019
0,0.607249939290883,1.08374540158032,1,0.0796072015431964,0,0.769575633338803,9.91714167114486
1,0.399790539092459,1.45397882570771,1,0.0711191475580107,1,43.1188768251088,25.4537736516468
1,0.320419924176721,1.13265893623435,1,0.00508829732004545,1,38.2577508509191,20.7878990900236
0,0.381951225604947,1.08880597691988,1,0.0633925342926568,0,25.5891223364926,32.2354123495676
0,0.406353251877948,1.31150393069113,1,0.0279868589181114,0,33.6348393187699,46.7273674200035
1,0.176007868270294,1.78682227348488,1,0.0929864727213491,0,6.81302713964866,35.1085930117151
0,0.207833998575471,1.52693331745983,1,0.0426301870820548,1,30.3289436534533,10.8493768320683
0,0.135938119827443,1.39189778354294,1,0.0316427463156872,1,30.0923881694369,41.5180349592268
1,0.177664763100732,1.3672825807183,1,0.0927729926428824,1,34.5122173074052,26.5043763329711
1,0.663097791431154,1.44556265949673,1,0.022325855204361,0,8.87572772045417,13.5529566477464
0,0.388884932643659,1.00723725927067,1,0.00115204162939017,1,10.7173545166453,38.7594405945391
1,0.680076021753654,1.24520666126283,1,0.0223888905254595,1,12.7721810742869,22.5883667840941
1,0.263090871570734,1.79333124622049,1,0.097277588188134,0,21.0119300328501,39.4904200244608
0,0.402551098233727,1.62040803232762,1,0.0757684182476601,0,2.44639924579154,24.6674080397659
0,0.291205293464025,1.62820472188309,1,0.00936487376165574,0,5.85432792456823,9.65438369192825
0,0.257232717650274,1.64849131814743,1,0.0370908402054196,1,42.9929301589125,4.11768307553735
0,0.269017643599127,1.7349810039651,1,0.0733701636259951,0,48.7803589718507,10.0051944546551
1,0.313656035925173,1.28891411740147,1,0.0534697030857159,0,19.4363213310051,19.43584650536
1,0.526949522252916,1.02642404199766,1,0.0967986089549044,1,28.2706105957236,9.04702632710385
1,0.37600910646628,1.31290352576462,1,0.0542473414778688,1,17.2627100297296,40.0741996844537
1,0.844802776198006,1.86586651226314,1,0.0907208916816306,1,19.2900178736733,3.99724753266413
0,0.223256808884578,1.97182856646227,1,0.00391131638610332,0,8.35983956725075,34.4170302828586
0,0.387533527724845,1.5739448826027,1,0.0332004650091475,0,17.0499066477723,44.1563909183677
0,0.388277864880367,1.3210771638323,1,0.0114789613519727,0,33.1248982354362,10.4133941550762
1,0.100624900670449,1.03556709001391,1,0.0179061999751952,0,34.0684130202756,40.3538488257119
1,0.845955494750098,1.30344090684623,1,0.0858139170314881,0,18.8148037615024,21.5897090037472
1,0.218644916594691,1.75728071985816,1,0.0852404211531704,1,15.6835063715704,19.0432243490783
0,0.868533334232697,1.44363963660412,1,0.070596383019447,0,47.8108320189716,17.3240663362526
0,0.262881379515554,1.20733648968366,1,0.0469117233332224,0,40.1542540292831,29.7210171836014
1,0.880258255986694,1.97901221105246,1,0.00513500474071908,0,27.2230592649714,28.4902977711258
1,0.498455475105467,1.52943998067242,1,0.0358758433885885,0,30.6577769575534,17.1116161666395
0,0.783879390922419,1.39544206092457,1,0.0232106345014754,1,14.8132664643649,42.8677320974727
0,0.425378457804456,1.21490547308736,1,0.0240325153564759,0,0.136298749847383,23.3147162535432
0,0.597986291959705,1.73842700093833,1,0.0604368476141317,0,49.0692895923936,23.5231923334799
1,0.622266861220933,1.74255159624296,1,0.0587757021466109,0,10.816110322706,39.636463114149
1,0.881897869991377,1.02786459852197,1,0.0213994421356049,0,47.339641699207,42.6372431917331
0,0.50196674721231,1.39102484739607,1,0.00923834701432697,1,12.5977831443725,26.3516054066471
0,0.687899803596301,1.91497652454149,1,0.0980895932464607,0,45.6814970334572,0.656802584204628
0,0.245521236749523,1.63390007422643,1,0.0653185784475516,1,21.987143509402,2.91582749390095
0,0.153152844830982,1.1318709977064,1,0.0245397801589877,0,0.100545471018455,6.42269926330837
1,0.115237052648759,1.51906992738478,1,0.0527193497241278,1,33.5125235950654,33.9451804387982
0,0.262445965527817,1.42146679149194,1,0.08120512931032,1,4.3788417445745,47.0521847839536
0,0.769398897915009,1.15897839197973,1,0.0831938928815278,0,14.70509184457,28.6308036903868
0,0.195656760684778,1.69626455067246,1,0.00188263496621209,0,25.5491369297464,19.3352984296527
